department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
6,20,1,2,1,1,30,3.0,5,0,73,0
3,7,3,2,2,1,40,5.0,2,0,47,0
8,2,3,1,1,1,54,3.0,12,0,48,0
1,1,3,1,1,1,35,4.0,8,0,85,1
5,2,1,2,1,1,53,3.0,7,0,63,0
4,2,3,2,1,1,41,5.0,4,0,63,0
9,13,1,2,2,1,36,3.0,7,0,81,0
8,7,1,1,1,1,38,3.0,10,0,47,0
6,31,3,1,2,1,33,3.0,7,0,62,0
8,22,3,1,1,2,58,1.0,14,0,49,0
5,27,1,2,1,1,32,5.0,7,0,60,0
5,15,1,2,2,1,42,4.0,13,0,65,0
1,22,1,1,1,1,29,4.0,5,1,83,0
6,2,1,1,1,2,43,3.0,3,0,68,0
6,2,1,2,2,2,32,3.0,5,0,64,0
6,22,1,2,1,1,37,3.0,8,0,74,0
8,6,1,2,1,1,32,,1,0,53,0
5,19,1,1,1,1,41,3.0,6,0,60,0
6,7,1,1,2,1,33,3.0,9,0,72,0
1,29,1,1,1,1,28,4.0,2,0,78,0
8,2,1,1,2,2,34,2.0,2,0,50,0
9,26,1,1,2,1,52,4.0,16,0,79,0
9,26,1,2,1,1,44,3.0,11,0,78,0
7,22,1,1,1,1,32,4.0,6,0,81,0
2,19,1,1,1,1,33,5.0,7,0,65,1
7,2,3,1,2,2,35,4.0,3,0,86,0
7,2,1,1,2,2,45,5.0,3,0,85,0
5,19,1,1,2,1,44,3.0,14,0,58,0
8,17,1,1,1,1,36,4.0,10,0,54,0
8,11,1,1,1,1,35,3.0,3,0,46,0
1,26,1,1,1,2,34,4.0,4,0,83,0
8,23,1,1,2,1,33,5.0,3,0,50,0
6,7,3,1,2,2,39,3.0,11,0,66,0
8,7,3,2,1,1,39,4.0,8,0,50,0
8,7,3,2,2,2,34,3.0,7,0,48,0
3,22,3,1,2,1,37,1.0,2,0,49,0
3,2,2,1,1,1,23,,1,0,49,0
8,17,1,1,2,1,34,5.0,7,0,52,0
3,2,3,2,3,1,44,3.0,10,0,48,0
5,13,3,1,1,1,36,4.0,2,0,62,0
9,24,3,2,2,1,38,3.0,11,0,78,0
8,13,1,1,1,1,40,3.0,7,0,53,0
8,28,1,2,2,1,28,2.0,3,0,50,0
5,26,1,2,1,1,28,5.0,3,0,64,0
5,11,1,1,2,1,32,3.0,3,0,59,0
1,22,1,1,1,1,27,,1,0,83,0
8,4,3,1,2,1,46,3.0,18,0,50,0
8,3,1,1,1,1,25,4.0,2,0,47,0
2,30,1,1,2,1,26,3.0,2,0,61,0
5,2,1,1,2,1,37,5.0,7,0,61,0
9,13,3,1,1,1,55,1.0,3,0,79,0
8,30,1,1,1,1,45,3.0,11,0,50,0
6,23,1,1,1,1,27,4.0,2,0,69,0
8,22,1,1,1,1,44,1.0,6,1,50,0
2,27,1,1,1,1,24,3.0,3,0,60,0
1,27,1,2,1,1,29,4.0,3,0,81,0
8,28,1,1,1,1,26,,1,0,45,0
5,16,1,1,1,1,39,2.0,10,0,59,0
8,32,1,1,1,1,34,2.0,3,0,50,0
9,2,1,1,1,3,43,1.0,12,0,77,0
5,19,1,1,2,1,46,5.0,8,0,62,0
8,15,3,1,2,1,35,1.0,6,0,50,0
8,19,1,1,1,2,36,2.0,3,0,44,0
5,16,1,2,2,1,34,1.0,7,0,60,0
6,7,3,1,2,1,35,4.0,3,0,73,0
5,11,1,1,1,2,30,5.0,3,1,98,1
2,7,1,2,2,1,29,3.0,2,0,72,1
8,7,1,1,2,1,55,3.0,4,0,49,0
5,22,3,2,2,1,39,5.0,5,0,59,0
3,2,1,2,2,1,54,3.0,15,0,51,0
6,22,1,1,1,1,30,2.0,4,0,72,0
5,22,3,2,2,1,33,2.0,3,0,56,0
9,2,3,1,2,1,33,1.0,3,0,78,0
8,16,3,1,1,1,35,3.0,6,0,61,1
5,4,3,1,1,1,46,4.0,16,0,62,0
8,25,1,1,1,1,29,,1,0,53,0
6,15,3,1,2,1,37,3.0,8,0,70,0
4,22,1,1,1,1,31,,1,0,60,1
9,2,3,2,1,1,52,2.0,2,0,82,0
9,25,1,1,1,1,29,5.0,8,0,81,1
8,22,1,1,2,1,33,1.0,9,0,50,0
9,22,3,1,1,1,42,1.0,14,0,76,0
9,33,1,1,2,2,31,3.0,2,0,81,0
1,15,1,1,1,1,30,5.0,4,0,82,0
8,26,1,1,1,1,54,3.0,18,0,53,0
3,27,1,1,2,1,33,3.0,4,0,51,0
9,22,1,2,1,2,34,5.0,9,0,84,1
1,28,1,1,2,2,26,,1,0,89,0
8,7,,1,1,3,25,,1,0,47,0
8,2,1,1,1,1,28,1.0,2,0,50,0
8,7,1,2,1,1,33,1.0,3,0,51,0
1,6,1,1,1,2,33,5.0,7,0,84,0
9,28,3,2,1,2,36,5.0,9,0,83,0
8,4,3,1,2,1,40,5.0,6,0,43,0
2,2,1,2,1,2,37,3.0,9,0,60,0
6,2,3,2,1,6,42,4.0,3,0,69,0
5,4,3,1,1,1,34,5.0,3,0,59,0
6,2,1,1,2,1,33,2.0,3,0,68,0
3,12,1,1,2,1,26,,1,0,47,0
8,1,3,1,2,2,36,3.0,3,0,50,0
9,2,2,2,2,1,24,,1,0,82,0
1,22,1,2,1,2,31,3.0,3,0,85,0
8,1,1,2,1,1,26,4.0,3,0,49,0
8,2,1,1,2,1,49,4.0,8,0,46,0
3,19,1,1,1,1,26,5.0,3,0,51,0
1,20,3,1,1,1,37,4.0,9,0,80,0
9,7,1,2,2,1,30,4.0,5,0,81,0
8,25,3,1,2,1,32,2.0,5,0,48,1
1,22,1,1,1,1,31,,1,0,82,0
8,20,1,1,1,1,36,5.0,7,0,47,0
1,31,1,1,1,1,32,5.0,5,0,85,0
7,31,3,1,2,3,33,3.0,5,0,82,0
8,11,1,1,1,1,41,4.0,6,0,47,0
9,2,1,2,1,1,49,2.0,15,0,81,0
8,4,3,1,2,1,49,4.0,6,0,64,1
8,22,1,1,2,2,29,1.0,4,0,56,0
8,2,1,1,2,2,34,4.0,9,0,53,0
6,13,1,1,2,1,29,3.0,6,0,64,0
9,31,3,1,1,1,44,3.0,12,0,79,0
7,4,1,1,1,3,34,5.0,7,0,89,0
8,6,1,2,1,1,29,,1,0,56,0
1,9,1,1,1,1,28,3.0,2,0,86,0
5,6,1,2,2,1,24,3.0,1,0,66,0
6,2,3,2,2,1,44,3.0,6,0,69,1
6,22,3,2,2,3,35,3.0,5,0,71,0
9,13,3,1,2,1,31,2.0,7,0,79,1
8,22,1,2,1,2,29,1.0,2,0,44,0
8,30,1,1,2,1,42,4.0,13,0,49,0
8,22,1,1,2,1,33,2.0,7,0,51,0
5,15,1,1,2,2,35,4.0,3,0,59,0
6,2,3,1,1,1,30,3.0,4,0,69,0
2,2,2,1,1,1,21,3.0,1,0,62,0
8,19,1,2,1,1,36,1.0,8,0,50,0
5,27,1,1,1,1,27,3.0,6,0,61,0
3,7,1,2,1,1,39,4.0,5,0,45,0
9,25,1,1,1,4,28,5.0,3,0,79,0
2,22,1,1,1,1,25,5.0,2,0,60,0
6,2,3,1,1,1,50,5.0,4,0,68,0
1,29,1,1,2,1,26,5.0,2,0,87,0
8,13,3,1,1,1,40,5.0,2,0,72,1
8,22,1,1,2,2,29,3.0,7,0,51,0
1,22,1,1,1,1,30,5.0,3,0,91,1
6,24,1,1,2,1,33,4.0,4,0,69,0
6,2,1,1,2,1,55,3.0,4,0,72,0
3,2,1,2,1,1,31,3.0,5,0,58,1
8,3,3,1,1,1,38,1.0,5,0,51,0
1,27,1,1,1,1,28,3.0,3,0,89,0
9,2,1,1,2,2,29,3.0,5,0,84,0
6,31,1,2,2,1,29,4.0,6,0,64,0
8,4,1,1,1,1,32,3.0,6,0,57,1
2,7,1,2,2,1,29,5.0,4,0,59,0
4,2,1,1,2,1,37,3.0,7,0,55,0
8,2,,1,2,2,25,5.0,3,0,48,0
5,5,1,1,2,1,25,3.0,3,0,56,0
8,15,1,1,1,1,20,3.0,2,0,52,0
8,3,1,1,1,1,35,1.0,5,0,49,0
9,15,1,1,2,1,34,1.0,7,0,80,0
3,2,1,1,2,1,34,3.0,8,0,46,0
8,7,1,1,1,1,31,3.0,4,0,48,0
8,8,1,1,2,1,26,2.0,2,0,49,0
8,2,1,1,1,2,42,3.0,11,0,49,0
6,11,1,2,2,1,26,1.0,3,0,70,0
4,7,1,1,1,1,27,,1,0,56,0
8,22,3,1,2,1,33,1.0,3,0,51,0
5,19,3,2,1,1,34,5.0,3,0,59,0
6,7,3,1,2,1,35,2.0,4,0,68,0
8,2,1,2,2,1,36,5.0,9,0,45,0
8,7,1,2,2,1,28,3.0,4,0,45,0
4,27,1,1,2,1,34,3.0,4,0,57,0
2,2,1,1,1,1,54,5.0,14,0,59,0
8,7,,1,1,1,25,5.0,3,0,50,1
6,7,1,1,1,1,38,4.0,3,0,74,0
6,7,1,2,1,1,39,1.0,3,0,72,0
1,12,1,1,1,1,28,3.0,5,0,85,0
8,2,1,2,2,1,44,5.0,3,0,42,0
5,29,1,2,2,1,35,1.0,8,0,62,0
6,23,3,1,1,1,38,3.0,10,0,68,0
1,16,1,1,2,3,27,5.0,5,0,78,0
9,2,3,1,2,1,49,3.0,19,0,79,0
8,16,1,1,2,1,33,4.0,7,0,49,0
8,2,1,1,2,1,35,3.0,7,0,42,0
1,29,1,1,2,1,29,4.0,6,0,84,0
5,27,3,2,1,1,38,5.0,6,0,63,0
8,14,1,1,1,1,27,5.0,3,0,45,1
8,15,1,1,2,1,27,,1,0,48,0
2,22,1,1,1,3,24,,1,0,61,0
5,2,1,2,1,1,46,4.0,5,0,61,0
8,2,1,1,1,1,42,1.0,6,0,50,0
1,22,,1,2,2,29,5.0,4,0,89,0
9,31,3,2,1,1,32,4.0,5,0,82,1
5,2,1,2,2,1,25,1.0,2,0,59,0
2,13,1,1,2,1,36,4.0,7,0,59,0
9,24,1,2,2,1,31,3.0,5,0,84,0
5,29,1,1,2,1,48,3.0,2,0,61,0
8,14,3,1,2,1,35,1.0,7,0,51,0
5,31,1,2,1,1,41,3.0,9,0,59,0
9,33,3,1,1,1,35,4.0,2,0,78,0
8,15,1,1,1,1,35,3.0,6,0,49,0
8,12,1,1,2,1,34,3.0,7,0,46,0
5,11,1,1,2,1,40,3.0,5,0,57,0
8,5,1,1,1,1,33,5.0,4,0,46,0
5,15,1,2,1,1,42,4.0,12,0,60,0
6,2,3,2,1,2,52,4.0,9,0,71,0
9,27,3,1,2,1,33,3.0,8,0,78,0
5,8,1,2,1,1,27,5.0,2,0,64,0
8,1,1,1,2,1,25,4.0,2,0,48,0
8,7,1,2,1,1,31,3.0,6,0,64,1
8,7,3,1,1,1,39,3.0,8,0,52,0
9,14,3,1,1,1,39,3.0,10,0,82,0
6,22,3,1,1,1,37,5.0,2,0,68,1
8,2,1,1,2,2,37,4.0,9,0,51,0
5,15,1,1,1,1,33,5.0,3,0,58,0
3,7,1,1,1,1,30,3.0,4,0,49,0
2,2,1,1,2,2,23,3.0,2,0,56,0
8,13,3,1,1,2,43,1.0,3,0,51,0
9,2,3,1,2,1,56,4.0,16,0,74,0
8,15,1,1,2,5,27,1.0,6,0,52,0
9,28,3,2,2,2,33,4.0,9,0,83,0
8,2,,2,1,1,59,3.0,13,0,47,0
8,25,3,2,1,1,34,5.0,3,0,53,1
6,15,1,1,1,1,51,2.0,2,0,71,0
9,6,1,2,1,1,26,3.0,3,0,76,0
4,22,1,1,1,1,30,,1,0,60,0
1,22,1,1,3,2,31,3.0,7,0,86,1
5,20,1,1,2,1,36,3.0,9,0,57,0
9,26,1,1,3,1,32,3.0,4,0,76,0
6,24,1,1,2,1,26,,1,0,66,0
8,26,1,2,2,1,35,3.0,5,0,53,0
8,2,1,1,2,1,30,,1,0,48,0
6,15,3,1,2,1,33,3.0,3,0,67,0
6,2,1,2,1,1,54,3.0,12,0,68,1
8,31,1,1,2,1,46,2.0,7,0,47,0
8,9,1,1,1,1,31,3.0,6,0,48,0
3,32,1,2,2,1,29,,1,0,47,0
5,22,1,1,2,1,29,1.0,5,0,57,0
1,22,3,1,1,2,44,3.0,6,0,88,0
7,25,1,1,1,1,32,2.0,5,0,81,0
6,19,1,2,1,1,36,5.0,9,0,66,0
6,13,1,1,1,1,42,5.0,15,0,82,1
5,11,1,1,2,1,38,5.0,5,0,54,0
8,14,1,2,1,1,33,3.0,5,0,50,0
7,22,1,1,1,4,31,1.0,8,0,83,0
6,8,1,1,1,1,30,5.0,6,0,72,0
8,23,3,2,1,1,34,3.0,5,0,48,0
5,27,1,1,2,1,33,2.0,8,0,60,0
1,26,1,1,1,1,31,4.0,5,0,82,0
1,28,,1,2,1,34,3.0,6,0,86,1
1,25,1,1,1,1,29,5.0,4,0,86,0
6,17,1,2,2,1,29,4.0,2,0,73,0
6,22,2,1,2,1,28,2.0,4,0,69,0
8,19,1,1,2,1,38,1.0,2,0,51,0
6,7,3,1,2,1,33,4.0,4,0,72,0
7,11,1,1,2,1,31,3.0,4,0,81,1
2,30,1,1,1,1,29,4.0,3,0,59,0
6,23,1,2,2,1,33,5.0,3,1,69,1
8,2,1,1,1,1,47,5.0,5,0,49,0
5,10,1,1,1,2,30,1.0,2,0,56,0
5,28,1,1,1,1,35,3.0,3,0,56,0
5,15,1,2,1,3,38,5.0,3,0,61,0
8,7,3,2,2,2,32,1.0,2,1,46,0
2,14,1,1,2,1,32,4.0,5,0,62,0
9,2,2,1,1,3,25,5.0,2,0,91,1
9,2,3,2,1,1,35,1.0,5,0,79,0
8,11,3,1,1,3,41,1.0,11,0,47,0
5,2,1,1,1,1,38,3.0,3,0,57,0
8,32,1,1,2,2,38,2.0,12,0,51,0
8,28,1,1,1,1,32,5.0,4,0,49,0
8,22,1,1,1,1,24,2.0,2,0,49,0
5,2,1,2,1,1,30,3.0,5,0,59,0
8,2,,1,2,1,25,1.0,3,0,49,0
5,3,1,1,1,1,36,4.0,7,0,60,0
1,14,1,1,1,2,30,4.0,5,0,84,0
1,22,1,1,1,1,20,,1,0,83,0
8,11,1,1,1,1,37,5.0,2,0,46,0
5,2,1,2,1,2,35,5.0,6,0,59,0
8,30,1,1,2,1,29,3.0,3,0,47,0
9,5,1,2,1,2,30,3.0,4,0,79,0
5,2,3,1,1,1,53,2.0,3,1,59,0
8,16,1,1,1,3,27,,1,0,47,0
5,13,1,1,1,1,29,5.0,3,0,59,0
6,21,1,1,2,1,29,3.0,2,0,72,0
6,17,3,2,1,1,33,3.0,5,0,67,0
9,13,1,1,2,1,47,5.0,7,0,76,0
5,7,1,2,2,1,28,5.0,3,0,61,0
3,22,3,1,1,3,30,1.0,2,0,47,0
9,25,1,2,1,1,31,4.0,3,0,81,0
1,2,1,1,2,3,32,5.0,4,0,89,0
8,2,,2,1,1,53,3.0,22,0,47,0
8,15,1,2,2,1,36,3.0,7,0,54,1
8,22,1,2,2,1,31,5.0,2,0,54,0
8,32,1,1,2,2,26,1.0,2,1,46,0
5,33,1,1,1,1,27,5.0,4,0,56,1
8,29,3,2,2,1,31,4.0,2,0,52,0
5,15,1,1,2,3,36,3.0,7,0,60,0
8,9,1,1,2,1,32,5.0,10,0,53,0
9,1,3,2,2,1,40,2.0,10,0,79,0
1,22,3,1,1,1,37,3.0,4,0,86,0
5,2,1,2,1,1,30,3.0,3,0,61,0
5,7,3,2,1,1,35,3.0,10,0,63,1
8,22,1,1,2,1,31,5.0,2,0,95,1
1,30,1,1,2,1,32,1.0,2,0,82,0
2,28,1,2,1,1,29,2.0,3,0,62,0
6,2,1,2,1,1,35,3.0,10,0,72,0
2,23,3,1,1,3,33,3.0,3,0,61,0
8,11,3,1,2,1,32,1.0,5,0,55,0
6,26,1,1,1,1,36,4.0,7,0,65,0
9,14,3,1,1,1,33,4.0,4,0,76,0
1,22,1,2,1,1,30,5.0,5,0,86,0
8,27,1,2,2,1,28,1.0,8,0,49,0
9,2,1,1,1,1,52,5.0,6,0,82,0
6,7,3,2,1,1,34,4.0,4,0,71,0
5,7,1,2,1,1,40,4.0,9,0,60,0
5,20,3,2,1,1,36,4.0,4,0,64,0
5,7,1,1,2,3,38,5.0,9,0,57,0
6,20,1,2,2,1,33,3.0,8,0,71,0
8,28,1,1,2,1,30,5.0,6,0,49,0
6,11,3,1,1,1,36,3.0,8,0,70,0
8,28,3,1,1,3,40,3.0,10,0,51,0
1,22,1,1,1,1,29,1.0,4,0,85,0
6,20,3,1,2,1,35,3.0,8,0,66,0
9,31,1,1,2,1,28,4.0,8,0,77,0
8,2,1,1,2,1,26,,1,0,52,0
8,13,3,1,2,1,45,2.0,14,0,45,0
8,23,3,1,1,1,40,1.0,9,0,47,0
1,15,,1,1,1,34,3.0,4,0,83,0
9,16,1,2,2,1,28,5.0,2,0,83,0
2,2,2,1,1,1,20,,1,0,60,0
8,22,1,2,2,1,27,5.0,3,0,49,1
9,2,3,1,2,3,40,3.0,10,0,75,0
8,2,1,1,1,2,47,3.0,7,0,45,0
6,13,3,1,2,1,36,3.0,9,1,79,1
4,2,1,1,2,1,55,4.0,10,1,62,0
8,2,3,1,2,1,47,1.0,7,0,51,0
2,13,1,2,1,1,24,,1,0,64,0
8,23,3,1,2,1,40,3.0,11,0,50,0
8,19,1,1,2,1,36,4.0,3,0,50,0
8,21,1,1,1,1,44,1.0,5,0,48,0
5,26,1,1,2,1,41,3.0,6,0,61,0
8,22,1,1,2,2,30,1.0,2,0,47,0
5,22,1,1,2,1,37,3.0,4,0,59,0
8,17,1,1,1,1,30,5.0,7,0,48,0
6,22,1,1,2,2,27,,1,0,70,0
9,7,1,1,2,1,27,4.0,2,0,79,0
8,26,,1,2,1,23,2.0,1,0,49,0
5,14,1,1,1,2,33,5.0,4,0,63,0
8,2,1,1,1,1,45,5.0,7,0,48,0
8,25,1,1,1,1,33,4.0,4,0,47,0
8,8,1,1,1,1,33,1.0,4,0,49,0
8,27,1,1,2,1,26,1.0,2,0,53,0
8,23,1,1,2,1,27,,1,0,51,0
5,23,1,1,2,1,29,4.0,6,0,59,0
1,22,,1,1,1,30,4.0,2,0,86,0
8,13,1,1,2,1,27,,1,0,48,0
8,22,1,1,2,3,33,1.0,7,0,50,0
9,23,1,1,1,1,30,4.0,2,0,79,0
1,2,3,1,2,1,44,2.0,5,0,86,0
4,2,2,1,1,1,28,3.0,3,0,59,0
8,25,3,2,2,1,36,5.0,3,0,58,1
9,7,3,2,2,1,40,4.0,12,0,78,0
5,24,1,1,2,1,39,1.0,4,0,59,0
8,21,1,1,2,1,38,1.0,2,0,50,0
8,4,1,1,1,1,42,4.0,10,0,53,0
6,22,3,2,2,1,33,3.0,4,0,74,0
6,11,1,2,1,1,31,3.0,3,0,69,0
8,23,3,2,2,1,37,5.0,8,0,47,1
5,2,1,1,2,1,51,5.0,21,0,59,0
6,4,3,2,1,1,36,4.0,11,0,75,0
2,2,1,1,1,1,26,,1,0,62,0
3,2,3,2,1,1,42,3.0,12,0,47,0
8,22,,1,1,1,29,4.0,5,0,51,0
9,2,1,2,1,1,45,2.0,14,0,82,0
4,22,1,1,2,1,31,,1,0,56,0
5,31,1,2,2,1,29,1.0,6,0,65,0
5,23,3,2,2,1,34,2.0,7,0,63,0
8,28,1,2,2,1,26,5.0,2,0,51,0
8,6,1,1,1,1,29,2.0,4,0,45,0
8,13,1,1,2,1,39,5.0,11,0,50,0
8,24,1,1,2,1,33,3.0,6,0,50,0
9,2,1,1,2,2,26,3.0,4,0,78,0
1,2,1,2,1,3,27,5.0,4,0,90,1
6,2,2,1,1,1,21,4.0,2,0,69,0
9,22,3,1,1,2,35,1.0,10,0,75,0
6,22,1,1,2,1,34,3.0,8,0,75,0
8,11,1,1,2,1,30,5.0,6,0,49,0
1,7,1,1,2,1,37,2.0,5,0,83,0
8,19,1,1,1,2,37,3.0,7,0,47,0
9,7,1,1,1,1,29,5.0,2,0,80,1
5,24,1,2,1,1,31,5.0,5,1,60,1
6,30,1,1,2,1,33,4.0,4,0,75,0
9,7,1,1,1,2,27,3.0,4,0,79,0
6,16,1,2,1,1,32,3.0,7,0,70,0
5,22,1,2,1,1,33,5.0,4,0,61,0
8,2,,1,1,3,38,3.0,7,0,45,0
2,30,1,2,2,1,28,4.0,4,0,58,1
8,15,1,1,2,1,45,1.0,6,0,52,0
3,2,1,1,2,1,29,,1,0,46,0
9,2,3,2,2,4,34,4.0,4,0,80,0
8,15,1,1,1,1,34,2.0,10,0,55,0
1,22,1,2,1,1,29,,1,0,81,0
5,15,1,1,2,1,37,3.0,3,0,59,0
8,21,1,1,1,2,28,1.0,3,0,49,0
8,7,3,2,2,1,42,3.0,14,0,55,0
8,26,1,1,2,1,37,3.0,7,0,52,0
5,7,1,1,1,1,36,4.0,9,0,60,0
2,2,1,2,1,1,55,3.0,5,0,63,0
5,31,1,1,2,1,40,5.0,12,0,64,0
9,7,3,1,2,1,43,3.0,12,0,82,0
2,13,1,1,1,1,36,4.0,10,0,59,1
8,2,3,2,1,1,39,4.0,10,0,48,0
1,25,1,1,2,2,29,3.0,4,0,84,0
1,29,1,1,2,2,31,2.0,5,0,83,0
1,22,1,1,1,2,27,5.0,5,0,86,1
5,7,1,2,2,1,25,3.0,2,0,65,0
5,22,1,1,1,1,41,1.0,3,0,58,0
3,7,3,2,1,1,42,4.0,11,0,52,0
1,26,1,1,2,1,28,3.0,2,0,87,0
8,31,1,1,1,2,26,2.0,3,0,49,0
8,27,1,2,1,1,31,1.0,3,0,52,0
5,22,1,1,2,1,29,5.0,5,0,60,0
8,13,1,1,2,1,32,5.0,5,0,52,0
9,13,1,1,1,1,28,3.0,3,1,78,0
9,33,3,1,2,1,57,3.0,4,0,81,0
9,7,1,1,1,2,27,5.0,2,0,80,0
6,7,3,1,1,1,42,1.0,5,0,70,0
5,13,1,1,1,1,43,4.0,16,0,60,0
1,22,1,1,2,1,28,1.0,4,0,86,1
5,4,1,1,1,1,38,5.0,11,0,62,1
1,2,1,1,2,1,38,3.0,7,0,85,0
9,1,1,2,2,1,29,,1,0,78,0
8,15,,1,2,1,39,4.0,7,0,51,0
8,19,3,1,1,1,36,1.0,4,0,51,0
8,31,1,1,2,1,26,5.0,2,0,54,0
8,27,1,2,1,1,26,,1,0,54,0
8,22,1,1,2,1,38,5.0,6,0,51,0
8,26,3,1,1,3,36,5.0,9,0,51,0
5,20,1,1,1,1,32,5.0,8,0,61,0
8,24,1,1,2,1,28,3.0,3,1,48,0
4,12,1,1,2,3,26,,1,0,57,0
8,3,,1,1,1,24,,1,0,51,0
9,34,1,1,2,2,30,3.0,5,0,82,0
9,6,1,1,1,1,32,3.0,7,0,78,0
1,16,1,1,1,1,40,3.0,14,0,81,0
5,22,1,1,1,1,36,4.0,3,0,58,0
5,27,3,2,2,1,34,4.0,7,0,62,0
2,30,1,1,2,1,29,4.0,1,0,57,0
5,19,1,1,2,1,36,4.0,5,0,53,0
5,31,1,2,1,1,31,4.0,5,0,67,0
1,28,3,1,1,1,32,5.0,3,0,85,1
5,7,2,1,2,1,26,5.0,5,0,62,0
8,7,1,1,1,1,43,4.0,9,0,48,0
9,2,2,2,2,2,23,,1,0,76,0
6,13,1,1,2,1,36,3.0,7,0,65,0
8,9,,1,1,1,31,2.0,5,0,51,0
5,2,1,2,2,2,31,5.0,5,0,62,0
1,1,3,1,2,1,37,1.0,4,0,80,0
3,28,3,1,1,1,32,3.0,6,0,48,0
8,1,1,1,2,1,35,5.0,7,0,48,0
5,22,3,2,1,1,47,3.0,5,0,59,0
6,2,1,2,2,1,45,1.0,3,0,67,0
6,13,1,1,2,1,32,5.0,4,0,65,0
8,2,1,1,2,1,40,5.0,10,0,50,1
5,28,1,1,2,1,36,4.0,3,0,62,0
9,15,1,1,2,2,31,3.0,3,0,81,0
8,7,1,1,1,1,33,2.0,7,0,50,0
8,4,1,2,1,1,33,3.0,4,0,50,0
8,22,1,1,1,1,22,,1,0,50,0
8,15,1,1,2,1,25,4.0,2,0,44,0
1,22,1,1,3,1,30,5.0,6,0,84,0
5,7,3,1,1,1,39,5.0,10,0,58,1
8,2,1,1,1,2,49,4.0,18,0,55,0
7,4,3,1,1,1,30,3.0,7,0,84,0
6,4,3,2,1,1,45,4.0,4,0,73,0
8,6,1,2,1,1,38,2.0,10,0,47,0
6,31,3,2,2,3,35,1.0,10,0,73,0
5,7,1,1,1,1,29,,1,0,62,0
8,34,1,1,2,3,28,,1,0,49,0
4,2,1,1,1,1,27,,1,0,60,0
9,17,1,2,1,1,29,3.0,7,1,79,1
5,26,3,2,1,1,45,3.0,7,0,65,0
9,27,3,1,1,1,39,3.0,5,0,81,1
8,15,1,1,1,1,39,3.0,9,0,47,0
4,27,1,1,2,1,29,,1,0,54,0
8,33,1,1,1,1,30,5.0,3,0,51,0
5,2,3,1,2,1,39,5.0,4,0,72,1
5,6,3,2,2,1,49,5.0,6,0,60,0
6,4,3,2,2,1,34,3.0,7,0,66,0
3,7,1,2,1,1,29,3.0,3,0,55,0
9,12,1,1,2,1,28,,1,0,77,0
5,34,1,1,1,1,31,4.0,3,0,60,0
5,15,1,2,2,1,40,5.0,7,0,60,0
5,2,3,2,1,1,33,2.0,3,0,62,0
9,27,3,1,1,1,33,3.0,5,0,78,0
6,8,3,1,2,1,31,5.0,5,0,70,0
8,15,,1,1,1,32,2.0,3,0,48,0
9,7,1,2,1,1,32,3.0,6,0,81,1
9,31,1,1,1,1,36,4.0,7,0,91,1
6,15,1,1,1,3,31,3.0,6,0,69,0
5,7,3,1,1,1,42,5.0,6,0,58,0
4,22,2,2,1,1,25,,1,0,58,0
5,26,1,2,2,1,28,3.0,3,0,57,0
4,7,1,1,2,1,35,4.0,7,0,61,0
1,31,1,1,1,1,27,,1,0,85,0
1,9,1,1,1,1,29,3.0,5,0,89,0
8,26,1,1,2,1,40,2.0,4,0,49,0
8,2,3,1,2,1,49,3.0,4,0,51,0
5,6,1,2,1,1,30,4.0,4,0,63,0
8,28,3,1,2,1,34,5.0,2,0,50,0
4,7,1,1,1,1,32,3.0,3,0,58,0
8,15,3,1,1,1,34,3.0,2,0,53,0
9,2,1,1,1,1,57,3.0,31,0,82,0
1,15,1,1,2,2,34,3.0,7,0,85,0
8,2,,2,1,1,56,2.0,3,0,49,0
8,19,1,1,1,1,29,1.0,2,0,46,0
6,15,1,1,2,1,30,5.0,2,0,66,0
3,26,1,2,1,1,27,3.0,2,0,53,0
5,4,3,2,1,1,30,4.0,6,0,56,0
1,32,1,2,2,2,31,3.0,3,0,85,0
8,2,3,1,2,1,39,3.0,7,0,50,0
6,27,1,2,1,1,32,4.0,4,0,65,0
3,2,1,2,1,1,29,3.0,5,0,50,0
6,22,3,2,1,1,32,1.0,4,0,70,0
8,2,1,1,1,1,40,4.0,10,0,46,0
5,7,1,1,2,1,32,5.0,4,0,58,1
1,24,1,1,1,1,28,,1,0,86,0
8,9,1,1,1,1,27,4.0,4,0,49,0
9,7,3,2,2,1,31,4.0,6,0,82,0
8,28,1,1,2,1,37,3.0,3,0,47,0
5,21,1,1,1,1,26,,1,0,62,0
9,7,1,2,1,1,53,3.0,2,0,80,0
8,23,3,1,1,1,38,1.0,6,0,51,0
8,19,1,1,1,1,31,4.0,5,0,52,0
5,13,3,1,1,1,54,4.0,4,0,61,0
2,2,1,1,1,2,41,4.0,3,0,62,0
9,7,1,1,1,2,45,3.0,4,0,80,1
9,26,1,1,1,1,32,2.0,7,0,82,0
5,2,3,2,1,1,57,5.0,18,0,56,0
5,2,,1,2,3,39,3.0,7,0,57,0
6,8,3,2,1,1,33,3.0,4,0,67,1
8,7,3,1,1,1,54,4.0,4,0,47,0
5,13,1,2,1,1,36,3.0,4,0,60,0
6,7,1,2,1,1,31,4.0,2,0,67,0
5,2,1,2,1,1,39,1.0,10,0,60,0
